#Org,Prog,Econ,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
,324,50000,OTRAS ENSEÑANZAS (BECAS). FONDO DE CONTINGENCIA,,,,,,2000,
,326,13000,OTRAS ENSEÑANZAS. .RETRIBU BÁSICAS LABORALES.,,,,,,109621.7,21909.99
,326,13002,OTRAS ENSEÑANZAS. OTRAS RETRIBU.PERSONAL LABORAL,,,,,,100436.47,18983.52
,326,20300,OTRAS ENSEÑANZAS. ARRENDAMIENTO MAQUINARIA,,,,,,1500,235.7
,326,21200,OTRAS ENSEÑANZAS. REPARAC. Y  MANTENIMIENTO EDIF.,,,,,,2000,746.24
,326,22100,OTRAS ENSEÑANZAS. ENERGÍA ELECTRÍCA,,,,,,22500,
,326,22609,ESCUELAS DE VERANO,,,,,,31000,
,326,22699,PROMOCIÓN EDUCATIVA.GASTOS DIVERSOS (EPA),,,,,,49759.51,6161.79
,326,48001,PREMIOS Y TRANSFERENCIAS CONCEJALIA EDUCACION (EPA),,,,,,240.49,
,326,48900,SUBVENCIONES CONCEJALIA EDUCACIÓN,,,,,,,
,326,50000,OTRAS ENSEÑANZAS. FONDO DE CONTINGENCIA,,,,,,1198.25,
,327,22618,PROGRAMA PARA LA MUJER,,,,,,15000,15987.93
,327,22619,PROGRAMAS SOCIO-CULTURALES MAYORES,,,,,,8000,
,327,22699,GASTOS DIVERSOS,,,,,,,
,330,48900,SUBVENCIONES CONCEJALIA CULTURA,,,,,,,
,334,21200,PROMOCIÓN CULTURAL. REPARAC. MANTEN. EDIFICIOS Y O.CONSTRUC,,,,,,4000,901.15
,334,22100,PROMOCIÓN CULTURAL.ENERGÍA ELECTRÍCA.,,,,,,24000,3418.14
,334,22609,PROGRAMAS DE JUVENTUD,,,,,,45000,
,334,22699,PROMOCIÓN CULTURAL. GASTOS DIVERSOS (SARC),,,,,,135000,19643.74
,334,22700,PROMOCION CULTURAL. TRABAJOS REALIZADOS POR OTRAS EMPRESAS,,,,,,16500,3000
,334,48100,PROMOCIÓN CULTURAL. PREMIOS Y BECAS DE ESTUDIO E INVESTIGA,,,,,,9000,
,337,20200,ARRENDAMIENTOS EDIFICIOS,,,,,,54645.72,13661.43
,337,21200,REPARAC. Y  MANTENIMIENTO TEATRO LICEO,,,,,,4000,1342.78
,337,22612,ACTOS PARALELOS MUNDIAL MOTOCICLISMO,,,,,,30000,
,338,20200,ARRENDAMIENTOS EDIFICIOS Y OTRAS CONSTR.,,,,,,3267,1089
,338,22609,FESTEJOS POPULARES. ACTIVIDADES CULTURALES Y DEPORTIVAS,,,,,,130000,17678.35
,338,48100,FESTEJOS POPULARESPREMIOS Y BECAS DE ESTUDIO E INVESTIGACION,,,,,,5000,
,338,48900,SUBVENCIONES CONCEJALIA FIESTAS,,,,,,,
,340,48900,SUBVENCIONES CONCEJALIA DEPORTES,,,,,,,
,341,22609,EMD Y MANTENIMIENTO INSTALACIONES,,,,,,41000,525
,341,22699,DEPORTES. GASTOS DIVERSOS,,,,,,25000,2192.6
,342,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC POLIDEPORTIVO,,,,,,5000,1351.44
,342,22100,ENERGÍA ELECTRÍCA. POLIDEPORTIVO,,,,,,35000,5136.68
,342,22102,INSTALACIONES DEPORTIVAS.GAS.,,,,,,5000,354.46
,342,22110,PRODUCTOS LIMPIEZA Y ASEO POLIDEPORTIVO-PISCINAS,,,,,,,
,342,22700,LIMPIEZA Y ASEO POLIDEPORTIVO,,,,,,14000,
,342,63200,REPARACION SUMIDERO PERIMETRAL PISCINA MUNICIPAL (PINV),,,,,,,
,342,63201,ACTUACIONES EN PISCINA MUNICIPAL MEDIANA (PINV),,,,,,,
,410,22100,AGRICULTURA.ENERGÍA ELECTRÍCA,,,,,,1500,288.49
,414,22699,AGRICULTURA Y MEDIO AMBIENTE. GASTOS DIVERSOS,,,,,,2500,
,414,48900,SUBVENCIONES CONCEJALIA AGRICULTURA,,,,,,,
,420,22706,INDUSTRIA. TRABAJOS TECNICOS REALIZADOS POR OTRAS EMPRESAS,,,,,,,
,432,21200,REPARAC. Y MANT. ALBERGUE MUNICIPAL,,,,,,1500,
,432,22602,MATERIAL PROMOCION TURISTICA,,,,,,2913.36,961.95
,432,22699,GASTOS DIVERSOS TURISMO,,,,,,7500,4818.63
,433,47000,SUBV FOMENTO EMPLEO.,,,,,,,
,433,47001,PLAN RESISTIR,,,,,,253894,
,433,62701,MIPAEA. AMPLIACION CASTILLA UE-12,,,,,,,
,433,62702,MIPAEA. POLIGONO CASTILLA,,,,,,,
,433,62703,MIPAEA. PINO BLAY,,,,,,,
,454,21000,CAMINOS VECINALES.REPAR. INFRAESTRUC Y BIENES NATUR,,,,,,18415.9,7762.15
,454,61901,DESVIO BARRANCO DE LA SILLETA,,,,,,96363.02,76835
,454,61902,INVERSIÓN CAMINOS,,,,,,,
,912,10000,ORGANOS DE GOBIERNO. RETRIB.BÁSICAS,,,,,,133420.39,46493.2
,912,10001,ORGANOS DE GOBIERNO.OTRAS REMUNERACIONES.,,,,,,3000,
,912,22601,ORGANOS DE GOBIERNO.ATENCIONES PROTOCOLARIAS Y REPRESENTATI,,,,,,10000,3956.03
,912,22602,ORG. GOBIERNO.PUBLICIDAD GABINETE DE PRENSA Y COMUNICACIÓN,,,,,,46000,10950.5
,912,22699,GASTOS DIVERSOS,,,,,,,
,912,23000,ORGANOS DE GOBIERNO.DIETAS DE CARGOS ELECTOS,,,,,,500,370
,912,23100,LOCOMOCIÓN ÓRGANOS DE GOBIERNO,,,,,,2000,
,912,23300,ORGANOS DE GOBIERNO OTRAS INDEMNIZACIONES,,,,,,4000,
,912,48900,ASIGNACION/AYUDA GRUPOS POLITICOS,,,,,,8000,1520
,912,50000,ORGANOS DE GOBIERNO. FONDO DE CONTINGENCIA,,,,,,3500,
,920,12000,ADMON. GRAL. RETRI BÁSICAS GRUPO A1,,,,,,46732.98,7286.34
,920,12001,ADMINISTRACIÓN GRAL. RETRIB BÁSICAS GRUPO A2.,,,,,,27396.12,6300.36
,920,12003,ADMINISTRACIÓN GRAL. RETRIB BÁSICAS GRUPO C1.,,,,,,104912.4,18667.75
,920,12004,ADMINISTRACIÓN GRAL. RETRIB BÁSICAS GRUPO C2.,,,,,,62247.78,11811.24
,920,12005,ADMINISTRACIÓN GENERAL. RETRIB BÁSICAS GRUPO E.,,,,,,24448.62,1801.74
,920,12006,ADMINISTRACIÓN GENERAL.TRIENIOS.,,,,,,49371.36,10950.9
,920,12009,ADMINSTRACIÓN GENERAL. OTRAS RETRIBUCIONES BÁSICAS.,,,,,,30000,
,920,12100,ADMINISTRACIÓN GENERAL. RETRIB. COMPLEMENTO DESTINO,,,,,,172870.46,28291.62
,920,12101,ADMINISTRACIÓN GENERAL. RETRIB. COMPLEMENTO ESPECÍFICO,,,,,,308882.84,53737.62
,920,13000,P. LABORAL FIJO ADMÓN GENERAL. RETRIBUCIONES BÁSICAS,,,,,,229102.8,37821.96
,920,13002,P. LABORAL FIJO ADMÓN GENERAL. OTRAS RETRIBUCIONES,,,,,,323923.37,53828.13
,920,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL ADMÓN GENERAL,,,,,,294819.22,132315.84
,920,15000,P. FUNCIONARIO ADMÓN GENERAL. PRODUCTIVIDAD,,,,,,5040,1100.61
,920,15100,GRATIFICACIONES,,,,,,100000,70083.86
,920,16200,FORMACION Y PERFECCIONAMIENTO DEL PERSONAL,,,,,,4000,
,920,16205,ADMINISTRACIÓN GENERAL. SEGUROS,,,,,,15000,1804.02
,920,20200,ADMON GENERAL ARRENDAMIENTOS EDIFICIOS,,,,,,13800,3448.5
,920,20300,ADM GENERAL. ARRENDAMIENTO MAQU. INSTALAC. Y UTILL. GRAL.,,,,,,4000,7058.85
,920,20400,ARRENDAMIENTO ELEMENTO DE TRANSPORTE (RENTING VEHIC),,,,,,15500,332.75
,920,21200,BIENESTAR COMUNITARIO.REPARAC. MANTENI. EDIF Y O.CONSTRUC,,,,,,15000,11706.2
,920,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",,,,,,2000,365
,920,21400,BIENESTAR COMUNITA.IMANTEN. Y REPARAC. VEHICULOS MUNICIPALES,,,,,,15000,2621.09
,920,21500,BIENESTRA COMUNITARIO.MANT. Y REPARAC. MOBILIARIO Y ENSERES,,,,,,16000,6220.72
,920,21600,MANT. Y REPARAC. EQUIPOS INFORMATICOS ADMON. GRAL.,,,,,,45000,3228.28
,920,22000,ADM. GRAL.MATERIAL DE OFICINA,,,,,,20000,2202.03
,920,22001,ADM. GRAL LIBROS Y PRENSA,,,,,,1000,
,920,22002,ADM GENERAL MATERIAL INFORMÁTICO NO INVENTARIABLE.,,,,,,43000,33288.86
,920,22100,BIENESTAR COMUNITARIO. ENERGÍA ELECTRÍCA,,,,,,50000,2664.63
,920,22103,ADM.GRAL COMBUSTIBLE Y CARBURANTES,,,,,,20000,
,920,22104,VESTUARIO SERVICIO MANTENIMIENTO MUNICIPAL,,,,,,5000,54.45
,920,22110,ADM. GRAL PRODUCTOS DE LIMPIEZA Y ASEO.,,,,,,9000,1389.37
,920,22200,ADM. GRALTELEFONICAS,,,,,,18000,6139
,920,22201,ADM. GRAL.POSTALES,,,,,,45000,4636.72
,920,22300,ADM. GRALTRANSPORTES,,,,,,200,
,920,22400,ADM. GRAL. PRIMAS DE SEGUROS,,,,,,40000,6536.07
,920,22603,"ADM. GRALPUBLICACIONES OFICIALES (BOP, DOG, ...)",,,,,,10000,579.65
,920,22604,ADM. GRAL. GASTOS NOTARIALES Y REGISTRALES,,,,,,8000,3254.78
,920,22609,ADM. GRAL. TRANSPARENCIA,,,,,,15000,
,920,22699,ADMINIS GENERAL. GASTOS DIVERSOS,,,,,,51800,5346.9
,920,22700,LIMPIEZA Y ASEO.,,,,,,,
,920,22706,ESTUDIOS Y TRABAJOS TECNICOS,,,,,,,
,920,22707,ADM.GRAL ASESORAMIENTO JURÍDICO,,,,,,80000,968
,920,22709,TRABAJOS REALIZADOS POR OTROS PROFESIONALES,,,,,,20000,3012.9
,920,22799,ADMINISTRACIÓN GENERAL. TRABAJOS REALIZADOS OTRAS EMPRESAS,,,,,,34000,
,920,23020,ADM.GRAL.DIETAS DEL PERSONAL,,,,,,1500,2487.58
,920,23120,ADMINISTRACIÓN GENERAL. LOCOMOCIÓN,,,,,,1500,443.08
,920,35200,ADMINSTRACION GENERAL INTERESES,,,,,,,
,920,46600,TRANSFERENICAS FEDERACION MUNICIPIOS,,,,,,,3271.59
,920,46700,TRANFERENICAS A CONSORCIOS,,,,,,,
,920,48100,ADMINISTRACION GEN. PREMIOS Y BECAS,,,,,,1000,561.27
,920,48900,SUBVENCIONES CONCEJALIAS,,,,,,3000,
,920,50000,ADMÓN GENERAL. FONDO DE CONTINGENCIA,,,,,,6986.21,
,920,62300,"MAQUINARIA, INSTALACIONES TECNICAS Y UTILLAJE",,,,,,5000,6763.9
,920,62400,VEHÍCULO ADMON. GENERAL. TRACTOR (PINV),,,,,,,
,920,62401,ADMÓN. GENERAL. ELEMENTOS DE TRANSPORTE,,,,,,,
,920,62500,ADMIINISTRACION GENERAL. MOBILIARIO Y ENSERES,,,,,,5000,
,920,62600,ADMIINISTRACION GENERAL. EQUIPOS PARA PROCESOS INFORMATICOS,,,,,,10000,2466.4
,920,83000,ADMIINISTRACION GENERAL. PRESTAMOS PERSONAL,,,,,,20000,3546
,922,22705,PROCESOS ELECTORALES,,,,,,2000,
,924,22698,CHD PLAZA DR CAJAL,,,,,,,
,924,22699,PARTICIPACIÓN CIUDADANA. OTROS GASTOS DIVERSOS,,,,,,19000,
,929,39800,GASTOS FINANCIEROS,,,,,,,
,932,22500,TRIBUTOS,,,,,,80000,100817.06
,932,22708,SERVICIOS DE RECAUDACION,,,,,,24000,6352.5
,933,63206,INV OBRAS DE MEJORA EDIFICIO POLICIA,,,,,,269553.17,
,933,63207,REFORMAS Y ADECUACIÓN CEIP VTE BLASCO IBAÑEZ,,,,,,380300.32,
,933,63208,REFORMAS Y ADECUACIÓN CEIP Nº 3,,,,,,617260.43,
,933,63209,AMPLIACIÓN AULARIO IES RICARDO MARIN,,,,,,1170992.17,
,934,35900,OTROS GASTOS FINANCIEROS,,,,,,10000,4739.8
,942,46300,TRANSFERENCIAS MANCOMUNIDAD HOYA BUÑOL,,,,,,51000,20527.25
,1532,21300,"VIAS PÚBLICAS.REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",,,,,,15000,2957.2
,1532,22699,VÍAS PÚBLICAS. MANT. SERVICIOS BIENESTAR COMUNITARIO,,,,,,15000,
,1532,61900,PAVIMENTACION VIAS PUBLICAS,,,,,,,
,1532,62500,MOBILIARIO Y ENSERES,,,,,,376.92,
,1532,62700,INVERSION NUEVA FTO SERVICIOS. PROYECTOS COMPL.,,,,,,,
,1621,22700,"RECOGIDA, ELIMINAICÓN RESIDUOS .LIMPIEZA Y ASEO",,,,,,369121.44,62255.55
,1623,22700,TRATAMIENTO RESIDUOS,,,,,,6000,
,1721,22699,PROTECCIÓN Y MEJORA MEDIO AMBIENTE. GASTOS DIVERSOS,,,,,,19500,9177.64
,2311,22699,ALQUILER SOCIAL. GASTOS DIVERSOS,,,,,,45000,300
,3321,22699,BIBLIOTECAS MUNICIPALES. GASTOS DIVERSOS,,,,,,5000,
,3321,62500,LIBROS Y ENSERES BIBLIOTECA MUNICIPAL,,,,,,4000,
,3321,63200,ACONDICIONAMIENTO 2 PLANTA BIBLIOTECA (PINV),,,,,,,
,3322,22706,ARCHIVO. ESTUDIOS Y TRABAJOS TECNICOS. DIGITALIZACION,,,,,,33000,
,4312,21200,COMERCIO. REPARAC. Y MANT.,,,,,,1500,1217.84
,4312,22100,COMERCIO.ENERGÍA ELECTRÍCA,,,,,,15000,5547.35
,4312,22699,COMERCIO. GASTOS DIVERSOS,,,,,,5366.64,949.31
,4312,48001,PREMIOS Y TRANSFERENCIAS PROMOCION COMERCIO,,,,,,1720,
,4312,48900,SUBVENCIONES CONCEJALIA COMERCIO,,,,,,,
