#Ejercicio,Org.,Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2017.0,,33800,T. COMPENSACION TELEFONICA ESPAÑA SA,0.0,0.0,0.0,20606.28
2017.0,,33900,T. UTILIZACION PRIVATIVA DEL DOMINIO PUBLICO,240000.0,0.0,240000.0,4975.54
2017.0,,33901,OCUPACION VIA PUBLICA ACTIVIDADES PARALELAS MUNDIAL MOTOCICL,20000.0,0.0,20000.0,26697.85
2017.0,,33902,T. ODPL NICHOS CEMENTERIO,4000.0,0.0,4000.0,14949.5
2017.0,,33903,DE FAM.E INST.SIN FINES LUCRO.GAN.APRV.PASTOS,1000.0,0.0,1000.0,9480.54
2017.0,,33904,T.ODPL. OCUP. VIA PCA. MATERIALES/MAQUINARIA CONSTRUC.,0.0,0.0,0.0,2390.99
2017.0,,36000,PLACAS  VADOS Y CICLOMOTORES,0.0,0.0,0.0,20.0
2017.0,,36900,OTRAS VENTAS,0.0,0.0,0.0,401.7
2017.0,,38900,REINTEGROS,1000.0,61174.96,62174.96,61478.51
2017.0,,39120,MULTAS,15000.0,0.0,15000.0,34040.6
2017.0,,39200,Recargos por declaración extemporánea sin requerimiento prev,0.0,0.0,0.0,2945.03
2017.0,,39211,RECARGO DE APREMIO,25000.0,0.0,25000.0,37400.04
2017.0,,39212,COSTAS RECAUDACION,500.0,0.0,500.0,11.24
2017.0,,39301,INTERESES DE DEMORA,1500.0,0.0,1500.0,20579.83
2017.0,,39700,CANON POR APROVECHAMIENTOS URBANÍSTICOS.,0.0,0.0,0.0,0.0
2017.0,,39800,INDEMNIZACIONES DE SEGUROS DE NO VIDA,0.0,0.0,0.0,2508.2
2017.0,,39900,OTROS INGRESOS DIVERSOS.,0.0,0.0,0.0,2076.03
2017.0,,39901,RECURSOS EVENTUALES,1000.0,0.0,1000.0,5473.11
2017.0,,39902,ANUNCIOS,100.0,0.0,100.0,88.94
2017.0,,42000,PARTICIPACION MUNICIPAL EN LOS TRIBUTOS DEL ESTADO,1530000.0,0.0,1530000.0,1577319.05
2017.0,,42090,OTRAS TRANSFERENCIAS CORRIENTES DEL ESTADO,0.0,0.0,0.0,0.0
2017.0,,42300,"DE EMPRESAS PUBLICAS Y OTROS ENTES(FVMP,..)",0.0,0.0,0.0,0.0
2017.0,,45001,Otras transferencias incondicionadas ccaa,0.0,111760.0,111760.0,0.0
2017.0,,45002,DE LA ADMON. GRAL. C.V. CONS. SANIDAD (UPC),12000.0,0.0,12000.0,14730.0
2017.0,,45003,DE LA ADMON GENERAL DE LAS CCAA (EMCORD),0.0,0.0,0.0,0.0
2017.0,,45004,DE LA ADMON GENERAL DE LAS CCAA (EMCORP),0.0,0.0,0.0,0.0
2017.0,,45030,"CONSELLERIA DEPORTES/EDUCACIÓN (EPA, programas deportivos...",40000.0,0.0,40000.0,20246.36
2017.0,,45050,DE LA ADMON. GRAL C..V  CONS. (ADL),14700.0,101229.92,115929.92,89461.53
2017.0,,45051,De la Administración General de las CCAA (EMCUJU),0.0,17857.2,17857.2,0.0
2017.0,,45052,De la Administración General de las CCAA (EMPUJU),0.0,16298.88,16298.88,0.0
2017.0,,45080,DE LA ADMON. GRAL. C.V. CONS. TURISMO Y OTROS,0.0,0.0,0.0,70453.89
2017.0,,46100,"DIPUTAC. PROVINCIAL CULTURA/BIENESTAR SOCIAL (JUVENT., SARC.",70000.0,46732.0,116732.0,12921.58
2017.0,,46101,Transferencias de Diputacion incondicionadas,0.0,111760.0,111760.0,111760.0
2017.0,,46202,OTRAS SUBVENCIONES DIPUTACION PROVINCIAL,0.0,0.0,0.0,204745.59
2017.0,,46300,TRANSFERENCIAS MANCOMUNIDAD HOYA BUÑOL,0.0,0.0,0.0,0.0
2017.0,,47000,APORT.EMPRESAS PRIVADAS (MUNDIAL),0.0,0.0,0.0,2400.0
2017.0,,47001,TRANSFERENCIAS DE EMPRESAS PRIVADAS,0.0,120.0,120.0,0.0
2017.0,,48001,DE FAMILIAS E INSTITUCIONES (ENTS BANCARIAS),0.0,0.0,0.0,577.0
2017.0,,48002,TRANSFERENCIAS CORRIENTES. OTROS,0.0,1731.14,1731.14,76550.43
2017.0,,48004,DONACIONES,0.0,0.0,0.0,0.0
2017.0,,52000,INTERESES EN CUENTAS CORRIENTES,10000.0,0.0,10000.0,986.17
2017.0,,54200,PRODUCTO ARRENDAMIENTOS FINCAS RUSTICAS,25000.0,0.0,25000.0,25323.24
2017.0,,55000,DE CONCESIONES ADMTIVAS CON CONTRAPRESTACIÓN PERIÓDICA,0.0,0.0,0.0,18061.37
2017.0,,55500,EXPLOTACION CANTERAS,0.0,0.0,0.0,0.0
2017.0,,55900,OTROS (CANONES),0.0,0.0,0.0,61831.0
2017.0,,60000,ENAJENACION SOLARES,0.0,0.0,0.0,0.0
2017.0,,60100,ENAJENACION FINCAS RUSTICAS,0.0,0.0,0.0,0.0
2017.0,,60200,PARCELAS SOBRANTES VIA PUBLICA,0.0,0.0,0.0,0.0
2017.0,,72000,TRANSFERENCIAS DE CAPITAL DEL ESTADO,0.0,0.0,0.0,0.0
2017.0,,75000,SUBVENCION GENERALITAT,0.0,0.0,0.0,0.0
2017.0,,75001,CONSELLERIA (PLAN MEJORA MUNICIPIOS C.V.),0.0,0.0,0.0,0.0
2017.0,,75003,TRANSFERENCIAS DE CAPITAL DE LA CCAA EN MATERIA DE EDUCACION,0.0,0.0,0.0,0.0
2017.0,,75060,OTRAS TRANSF DE CAPITAL EN CUMP DE CONV SUSCRITOS CON LA C.A,0.0,0.0,0.0,0.0
2017.0,,76100,TRANSFERENCIAS DE CAPITAL DE DIPUTACIÓN.,0.0,399536.88,399536.88,155217.66
2017.0,,76104,TRANSFERENCIAS DE CAPITAL,0.0,0.0,0.0,0.0
2017.0,,76300,DE MANCOMUNIDADES DE MUNICIPIOS,0.0,0.0,0.0,0.0
2017.0,,77000,TRANSFERENCIA CAPITAL EMPRESAS PRIVADAS,0.0,0.0,0.0,0.0
2017.0,,78000,TRANSFERENCIA FAMILIAS E  INST. SIN FINES LUCRO,0.0,0.0,0.0,0.0
2017.0,,83000,REINTEGRO DE PRÉSTAMOS AL PERSONAL,30000.0,0.0,30000.0,10030.93
2017.0,,87000,REMANENTE DE TESORERIA,0.0,634000.0,634000.0,0.0
2017.0,,87010,APLICACION FINANCIACION INCORPORAC CREDITO (RTE. TES. GFA),0.0,911823.14,911823.14,0.0
2017.0,,91100,PRÉSTAMOS RECIBIDOS A L/P DE ENTES DEL SECTOR PÚBLICO.,0.0,0.0,0.0,0.0
2017.0,,91101,PRÉSTAMOS INVERSIONES LARGO PLAZO,0.0,0.0,0.0,0.0
2017.0,,91300,Préstamos recibidos a largo plazo de entes de fuera del sect,0.0,1500000.0,1500000.0,0.0
#,,,TOTAL,7320989.64,3914024.12,11235013.76,9407050.04
