#Ejercicio,Org.,Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2013.0,,46300,TRANSFERENCIAS MANCOMUNIDAD HOYA BUÑOL,0.0,0.0,0.0,0.0
2013.0,,47000,APORT.EMPRESAS PRIVADAS (MUNDIAL),0.0,0.0,0.0,0.0
2013.0,,48001,DE FAMILIAS E INSTITUCIONES (ENTS BANCARIAS),0.0,0.0,0.0,0.0
2013.0,,48002,TRANSFERENCIAS CORRIENTES. OTROS,0.0,0.0,0.0,3859.5
2013.0,,48004,DONACIONES,0.0,0.0,0.0,0.0
2013.0,,52000,INTERESES EN CUENTAS CORRIENTES,2000.0,0.0,2000.0,12742.11
2013.0,,54200,PRODUCTO ARRENDAMIENTOS FINCAS RUSTICAS,21863.38,0.0,21863.38,26206.26
2013.0,,55000,DE CONCESIONES ADMTIVAS CON CONTRAPRESTACIÓN PERIÓDICA,0.0,0.0,0.0,420.0
2013.0,,55500,EXPLOTACION CANTERAS,0.0,0.0,0.0,0.0
2013.0,,55900,OTROS (CANONES),40000.0,0.0,40000.0,57474.14
2013.0,,60000,ENAJENACION SOLARES,0.0,1785142.7,1785142.7,244551.94
2013.0,,60100,ENAJENACION FINCAS RUSTICAS,0.0,0.0,0.0,212.0
2013.0,,60200,PARCELAS SOBRANTES VIA PUBLICA,0.0,0.0,0.0,40617.12
2013.0,,72000,TRANSFERENCIAS DE CAPITAL DEL ESTADO,0.0,0.0,0.0,0.0
2013.0,,75000,SUBVENCION GENERALITAT,144800.72,0.0,144800.72,276983.68
2013.0,,75001,CONSELLERIA (PLAN MEJORA MUNICIPIOS C.V.),0.0,46150.88,46150.88,0.0
2013.0,,75003,TRANSFERENCIAS DE CAPITAL DE LA CCAA EN MATERIA DE EDUCACION,0.0,0.0,0.0,0.0
2013.0,,75060,OTRAS TRANSF DE CAPITAL EN CUMP DE CONV SUSCRITOS CON LA C.A,0.0,0.0,0.0,0.0
2013.0,,76100,TRANSFERENCIAS DE CAPITAL DE DIPUTACIÓN.,40000.0,464636.95,504636.95,215354.72
2013.0,,76104,TRANSFERENCIAS DE CAPITAL,0.0,0.0,0.0,0.0
2013.0,,76300,DE MANCOMUNIDADES DE MUNICIPIOS,0.0,0.0,0.0,0.0
2013.0,,77000,TRANSFERENCIA CAPITAL EMPRESAS PRIVADAS,0.0,0.0,0.0,0.0
2013.0,,78000,TRANSFERENCIA FAMILIAS E  INST. SIN FINES LUCRO,0.0,0.0,0.0,0.0
2013.0,,83000,REINTEGRO DE PRÉSTAMOS AL PERSONAL,30000.0,0.0,30000.0,10438.31
2013.0,,87000,REMANENTE DE TESORERIA,0.0,0.0,0.0,0.0
2013.0,,87010,APLICACION FINANCIACION INCORPORAC CREDITO (RTE. TES. GFA),0.0,2158208.54,2158208.54,0.0
2013.0,,911,PRÉSTAMOS RECIBIDOS A L/P DE ENTES DEL SECTOR PÚBLICO.,0.0,0.0,0.0,0.0
2013.0,,91100,PRÉSTAMOS RECIBIDOS A L/P DE ENTES DEL SECTOR PÚBLICO.,0.0,0.0,0.0,0.0
2013.0,,91101,PRÉSTAMOS INVERSIONES LARGO PLAZO,0.0,0.0,0.0,0.0
#,,,TOTAL,6831109.47,4685580.57,11516690.04,8932796.01
